date,day_of_week,id,type,proj,proj_count,desc
20160114,Thursday,8.0,W,CAAutoSequential2016,83.0,Running through 100k test and updating Excel
20160114,Thursday,9.0,W,CAAutoSequential2016,84.0,Running through 100k test and updating Excel
20160114,Thursday,10.0,G,NA,NA,Editing photos #photography
20160114,Thursday,11.0,G,NA,NA,Editing photos #photography
20160115,Friday,1.0,W,CAHOFiling2015,NA,Draft additive support
20160115,Friday,2.0,W,Mixed,NA,Emailing group about R training sessions
20160115,Friday,3.0,W,RightEnvironment,NA,Create sample timelines for analyst discussion
20160115,Friday,4.0,W,RightEnvironment,NA,Create sample timelines for analyst discussion
20160115,Friday,5.0,W,Mixed,NA,Helping Elizabeth with ISP info
20160115,Friday,6.0,W,NA,NA,@Mixed Helping Elizabeth with ISP info; @CAAutoSequential2016 Writing script to check rating variable distributions
20160115,Friday,7.0,W,CAAutoSequential2016,85.0,Writing script to check rating variable distributions
20160115,Friday,8.0,W,CAAutoSequential2016,86.0,Writing script to check rating variable distributions
20160115,Friday,9.0,W,CAAutoSequential2016,87.0,Writing script to check rating variable distributions
20160115,Friday,10.0,W,CAAutoSequential2016,88.0,Writing script to check rating variable distributions
20160115,Friday,11.0,W,CAAutoSequential2016,89.0,Writing script to check rating variable distributions
20160115,Friday,12.0,W,CAAutoSequential2016,90.0,Writing script to check rating variable distributions
20160117,Sunday,1.0,M,NA,NA,Buckets Mix
20160117,Sunday,2.0,M,NA,NA,Buckets Mix; Yearmix
20160117,Sunday,3.0,M,NA,NA,Yearmix
20160118,Monday,1.0,W,Mixed,NA,Getting set up for the week
20160118,Monday,2.0,W,Mixed,NA,Getting set up for the week
20160118,Monday,3.0,W,CAAutoSequential2016,91.0,Running 100k test and updating Excel workbook
20160118,Monday,4.0,W,CAAutoSequential2016,92.0,Running 100k test and updating Excel workbook
20160118,Monday,5.0,W,CAAutoSequential2016,93.0,Run SA for full PHF
20160118,Monday,6.0,G,ParseJournal,NA,#Python
20160118,Monday,7.0,W,CAAutoSequential2016,94.0,Run SA for full PHF
20160118,Monday,8.0,H,NA,NA,Walk
20160118,Monday,9.0,W,CAAutoSequential2016,95.0,Run SA for full PHF
20160118,Monday,10.0,W,CAAutoSequential2016,96.0,Run SA for full PHF
20160118,Monday,11.0,W,CAAutoSequential2016,97.0,Run SA for full PHF
20160118,Monday,12.0,W,Mixed,NA,Getting set up with Course 2
20160118,Monday,13.0,G,Course2,1.0,#studying
20160118,Monday,14.0,G,Course2,2.0,#studying
20160118,Monday,15.0,G,NA,NA,Reading Mountain Light
20160118,Monday,16.0,G,NA,NA,Reading Mountain Light
20160119,Tuesday,1.0,W,Mixed,NA,Getting set up for the day; Adding info to development time presentation
20160119,Tuesday,2.0,W,Mixed,NA,Adding info to development time presentation
20160119,Tuesday,3.0,W,RightEnvironment,NA,Prepare for workload conversation
20160119,Tuesday,4.0,W,RightEnvironment,NA,Prepare for workload conversation
20160119,Tuesday,5.0,W,RightEnvironment,NA,Prepare for workload conversation
20160119,Tuesday,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160119,Tuesday,7.0,H,NA,NA,Occam's Protocol B
20160119,Tuesday,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160119,Tuesday,9.0,W,Mixed,NA,Helping Adrienne
20160119,Tuesday,10.0,W,NA,NA,@Mixed @RightEnvironment Prepare for workload conversation; @CAAutoSequential2016 Run SA for full PHF
20160119,Tuesday,11.0,W,CAAutoSequential2016,98.0,Run SA for full PHF
20160119,Tuesday,12.0,G,Course2,3.0,#studying
20160120,Wednesday,1.0,W,NA,NA,@Mixed Getting set up for the day; @CAAutoSequential2016 Run SA for full PHF
20160120,Wednesday,2.0,W,CAAutoSequential2016,99.0,Run SA for full PHF
20160120,Wednesday,3.0,W,Recruiting,NA,Prepare for recruiting meeting
20160120,Wednesday,4.0,W,CAAutoSequential2016,100.0,Run SA for full PHF
20160120,Wednesday,5.0,W,CAAutoSequential2016,101.0,Run SA for full PHF
20160120,Wednesday,6.0,W,CAAutoSequential2016,102.0,Run SA for full PHF
20160120,Wednesday,7.0,W,CAAutoSequential2016,103.0,Run SA for full PHF
20160120,Wednesday,8.0,W,CAAutoSequential2016,104.0,Run SA for full PHF
20160120,Wednesday,9.0,W,CAAutoSequential2016,105.0,Run SA for full PHF
20160120,Wednesday,10.0,G,Course2,4.0,#studying
20160120,Wednesday,11.0,G,Course2,5.0,#studying
20160121,Thursday,1.0,W,Mixed,NA,Getting set up for the day; Sending Megan Wednesday status update
20160121,Thursday,2.0,W,CAHOFiling2015,NA,Create Cat frequency trend
20160121,Thursday,3.0,W,RightEnvironment,NA,Preparing for analyst meeting
20160121,Thursday,4.0,W,CAHOFiling2015,NA,Create Cat frequency trend
20160121,Thursday,5.0,W,CAHOFiling2015,NA,Create Cat frequency trend
20160121,Thursday,6.0,G,NA,NA,Listening to Serial
20160121,Thursday,7.0,H,NA,NA,Walk
20160121,Thursday,8.0,G,NA,NA,Listening to Serial
20160121,Thursday,9.0,G,Course2,6.0,#studying
20160121,Thursday,10.0,G,Course2,7.0,#studying
20160121,Thursday,11.0,G,Course2,8.0,#studying
20160122,Friday,1.0,W,NA,NA,@Mixed Getting set up for the day; @CAAutoSequential2016 Run SA for full PHF
20160122,Friday,2.0,W,CAAutoSequential2016,106.0,Run SA for full PHF
20160122,Friday,3.0,W,CAAutoSequential2016,107.0,Run SA for full PHF
20160122,Friday,4.0,W,CAAutoSequential2016,108.0,Run SA for full PHF
20160122,Friday,5.0,W,CAAutoSequential2016,109.0,Run SA for full PHF
20160122,Friday,6.0,G,NA,NA,Listening to The Tao of Seneca
20160122,Friday,7.0,H,NA,NA,Walk
20160122,Friday,8.0,G,NA,NA,Listening to The Tao of Seneca
20160122,Friday,9.0,W,CAAutoSequential2016,110.0,Run SA for full PHF
20160122,Friday,10.0,W,CAAutoSequential2016,111.0,Run SA for full PHF
20160122,Friday,11.0,W,CAHOFiling2015,NA,Reviewing response
20160122,Friday,12.0,W,CAAutoSequential2016,112.0,Run SA for full PHF
20160122,Friday,13.0,G,Course2,9.0,#studying
20160123,Saturday,1.0,H,NA,NA,Hike
20160123,Saturday,2.0,H,NA,NA,Hike
20160123,Saturday,3.0,H,NA,NA,Hike
20160123,Saturday,4.0,H,NA,NA,Hike
20160123,Saturday,5.0,H,NA,NA,Hike
20160123,Saturday,6.0,H,NA,NA,Hike
20160123,Saturday,7.0,G,NA,NA,Photography
20160125,Monday,1.0,G,Course2,13.0,#studying
20160125,Monday,2.0,G,Course2,14.0,#studying
20160125,Monday,3.0,G,Course2,15.0,#studying
20160125,Monday,4.0,G,Course2,16.0,#studying
20160125,Monday,5.0,G,NA,NA,Listening to The Black Swan
20160125,Monday,6.0,W,Mixed,NA,Getting set up for the day
20160125,Monday,7.0,W,CAAutoSequential2016,112.0,Run SA for full PHF
20160125,Monday,8.0,W,CAAutoSequential2016,113.0,Run SA for full PHF
20160125,Monday,9.0,W,Mixed,NA,Getting loss data for Matthew
20160125,Monday,10.0,W,CAAutoSequential2016,114.0,Run SA for full PHF
20160125,Monday,11.0,W,CAAutoSequential2016,115.0,Run SA for full PHF
20160125,Monday,12.0,G,Course2,17.0,#studying
20160125,Monday,13.0,G,Course2,18.0,#studying
20160125,Monday,14.0,G,Course2,19.0,#studying
20160125,Monday,15.0,H,NA,NA,Walk
20160125,Monday,16.0,G,NA,NA,Listening to The Black Swan
20160127,Wednesday,1.0,G,Course2,22.0,#studying
20160127,Wednesday,2.0,G,Course2,23.0,#studying
20160127,Wednesday,3.0,G,Course2,24.0,#studying
20160127,Wednesday,4.0,W,CAAutoSequential2016,122.0,Run SA for full PHF
20160127,Wednesday,5.0,G,Course2,25.0,#studying
20160127,Wednesday,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160127,Wednesday,7.0,H,NA,NA,Walk
20160127,Wednesday,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160127,Wednesday,9.0,H,NA,NA,Walk
20160127,Wednesday,10.0,G,Course2,26.0,#studying
20160127,Wednesday,11.0,W,CAAutoSequential2016,123.0,Multiple Policy investigation
20160127,Wednesday,12.0,W,CAAutoSequential2016,124.0,Multiple Policy investigation
20160128,Thursday,1.0,W,Mixed,NA,Introduction to Programming training session
20160128,Thursday,2.0,W,CAAutoSequential2016,125.0,Multiple Policy investigation
20160128,Thursday,3.0,G,Course2,26.0,#studying
20160128,Thursday,4.0,G,Course2,27.0,#studying
20160128,Thursday,5.0,G,Course2,28.0,#studying
20160130,Saturday,1.0,H,NA,NA,Hike to Dream Lake
20160130,Saturday,2.0,H,NA,NA,Hike to Dream Lake
20160130,Saturday,3.0,H,NA,NA,Hike to Dream Lake
20160130,Saturday,4.0,G,Course2,34.0,#studying
20160130,Saturday,5.0,G,Course2,35.0,#studying
20160130,Saturday,6.0,G,Course2,36.0,#studying
20160130,Saturday,7.0,G,Course2,37.0,#studying
20160130,Saturday,8.0,G,Course2,38.0,#studying
20160130,Saturday,9.0,G,Course2,39.0,#studying
20160201,Monday,1.0,W,Mixed,NA,Getting set up for the week
20160201,Monday,2.0,G,Course2,47.0,#studying
20160201,Monday,3.0,G,Course2,48.0,#studying
20160201,Monday,4.0,G,Course2,49.0,#studying
20160201,Monday,5.0,G,Course2,50.0,#studying
20160201,Monday,6.0,G,Course2,51.0,#studying
20160201,Monday,7.0,G,Course2,52.0,#studying
20160201,Monday,8.0,W,Mixed,NA,Helping Brett with RUFF; Helping Elizabeth with ISPs
20160202,Tuesday,1.0,G,Course2,52.0,#studying
20160202,Tuesday,2.0,G,Course2,53.0,#studying
20160202,Tuesday,3.0,G,Course2,54.0,#studying
20160202,Tuesday,4.0,W,CAHOFiling2015,NA,Helping Mimi
20160202,Tuesday,5.0,G,Course2,55.0,#studying
20160202,Tuesday,6.0,G,NA,NA,Listening to The Black Swan
20160202,Tuesday,7.0,G,NA,NA,Listening to The Black Swan
20160202,Tuesday,8.0,G,Course2,56.0,#studying
20160203,Wednesday,1.0,G,Course2,57.0,#studying
20160203,Wednesday,2.0,W,Mixed,NA,Getting set up for the day
20160203,Wednesday,3.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160203,Wednesday,4.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160203,Wednesday,5.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160203,Wednesday,6.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160203,Wednesday,7.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160203,Wednesday,8.0,W,CAHOFiling2015,NA,Impacts and RRFS
20160204,Thursday,1.0,G,Course2,58.0,#studying
20160204,Thursday,2.0,G,Course2,59.0,#studying
20160204,Thursday,3.0,G,Course2,60.0,#studying
20160204,Thursday,4.0,G,Course2,61.0,#studying
20160204,Thursday,5.0,G,Course2,62.0,#studying
20160204,Thursday,6.0,G,Course2,63.0,#studying
20160204,Thursday,7.0,W,CAAutoSequential2016,126.0,Getting premium distributions
20160204,Thursday,8.0,G,Course2,64.0,#studying
20160204,Thursday,9.0,G,Course2,64.0,#studying
20160205,Friday,1.0,G,Course2,65.0,#studying
20160205,Friday,2.0,G,Course2,66.0,#studying
20160205,Friday,3.0,H,NA,NA,Walk
20160205,Friday,4.0,G,NA,NA,Listening to Serial
20160205,Friday,5.0,H,NA,NA,Walk
20160205,Friday,6.0,G,Course2,67.0,#studying
20160205,Friday,7.0,M,NA,NA,Mailing Mamiya to PCW
20160205,Friday,8.0,G,Course2,68.0,#studying
20160205,Friday,9.0,G,Course2,69.0,#studying
20160205,Friday,10.0,G,Course2,70.0,#studying
20160205,Friday,11.0,G,Course2,71.0,#studying
20160205,Friday,12.0,G,Course2,72.0,#studying
20160205,Friday,13.0,G,Course2,73.0,#studying
20160206,Saturday,1.0,G,NA,NA,Taking pictures #photography
20160206,Saturday,2.0,H,NA,NA,Walk
20160206,Saturday,3.0,G,Course2,74.0,#studying
20160206,Saturday,4.0,G,Course2,75.0,#studying
20160206,Saturday,5.0,G,Course2,76.0,#studying
20160206,Saturday,6.0,H,NA,NA,Walk
20160206,Saturday,7.0,G,NA,NA,Listening to Serial and Nik Podcast w/ John Batdorff
20160206,Saturday,8.0,G,Course2,77.0,#studying
20160206,Saturday,9.0,G,Course2,78.0,#studying
20160206,Saturday,10.0,G,Course2,79.0,#studying
20160206,Saturday,11.0,G,Course2,80.0,#studying
20160206,Saturday,12.0,G,Course2,81.0,#studying
20160207,Sunday,1.0,G,Course2,82.0,#studying
20160207,Sunday,2.0,G,Course2,83.0,#studying
20160207,Sunday,3.0,G,Course2,84.0,#studying
20160207,Sunday,4.0,G,Course2,85.0,#studying
20160208,Monday,1.0,W,Mixed,NA,Getting set up for the week
20160208,Monday,2.0,W,Mixed,NA,"Getting ISP, GD, DD distributions for Elizabeth"
20160208,Monday,3.0,W,Mixed,NA,"Getting ISP, GD, DD distributions for Elizabeth"
20160208,Monday,4.0,W,CAHOFiling2015,NA,Create CA Owners Impact Audit
20160208,Monday,5.0,W,CAHOFiling2015,NA,Create CA Owners Impact Audit
20160208,Monday,6.0,W,CAHOFiling2015,NA,Create CA Owners Impact Audit
20160208,Monday,7.0,W,CAHOFiling2015,NA,Create CA Owners Impact Audit
20160208,Monday,8.0,W,CAHOFiling2015,NA,Create CA Owners Impact Audit
20160208,Monday,9.0,G,Course2,86.0,#studying
20160208,Monday,10.0,G,Course2,87.0,#studying
20160209,Tuesday,1.0,G,Course2,88.0,#studying
20160209,Tuesday,2.0,G,Course2,89.0,#studying
20160209,Tuesday,3.0,G,Course2,90.0,#studying
20160209,Tuesday,4.0,G,Course2,91.0,#studying
20160209,Tuesday,5.0,W,CAAutoSequential2016,127.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,6.0,W,CAAutoSequential2016,128.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,7.0,W,CAAutoSequential2016,129.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,8.0,W,CAAutoSequential2016,130.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,9.0,W,CAAutoSequential2016,131.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,10.0,W,CA2016PPE,1.0,Helping Mimi/Matt with file transfers
20160209,Tuesday,11.0,W,CAAutoSequential2016,132.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,12.0,W,CAAutoSequential2016,133.0,Merge multipolicy life indicator onto PHF
20160209,Tuesday,13.0,W,CAAutoSequential2016,134.0,Merge multipolicy life indicator onto PHF
20160210,Wednesday,1.0,G,Course2,92.0,#studying
20160210,Wednesday,2.0,G,Course2,93.0,#studying
20160210,Wednesday,3.0,W,CAAutoSequential2016,135.0,Merge multipolicy life indicator onto PHF
20160210,Wednesday,4.0,G,Course2,94.0,#studying
20160210,Wednesday,5.0,W,Mixed,NA,Bullet Journal setup
20160210,Wednesday,6.0,W,CAAutoSequential2016,135.0,Validate multiline (life) merge against Programs filing
20160210,Wednesday,7.0,W,CAAutoSequential2016,136.0,Validate multiline (life) merge against Programs filing
20160210,Wednesday,8.0,G,Course2,94.0,#studying
20160210,Wednesday,9.0,W,CAAutoSequential2016,137.0,Validate multiline (life) merge against historical Oracle pull
20160210,Wednesday,10.0,G,Course2,95.0,#studying
20160210,Wednesday,11.0,G,Course2,96.0,#studying
20160210,Wednesday,12.0,G,Course2,97.0,#studying
20160211,Thursday,1.0,G,Course2,98.0,#studying
20160211,Thursday,2.0,W,Mixed,NA,Helping Matthew with R; talking to PC about workload
20160211,Thursday,3.0,G,Course2,99.0,#studying
20160211,Thursday,4.0,G,Course2,100.0,#studying
20160211,Thursday,5.0,G,Course2,101.0,#studying
20160211,Thursday,6.0,G,Course2,102.0,#studying
20160211,Thursday,7.0,G,Course2,103.0,#studying
20160211,Thursday,8.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160211,Thursday,9.0,H,NA,NA,Walk
20160211,Thursday,10.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160211,Thursday,11.0,G,NA,NA,Taking pictures #photography
20160211,Thursday,12.0,H,NA,NA,Walk
20160212,Friday,1.0,G,Course2,104.0,#studying
20160212,Friday,2.0,G,Course2,105.0,#studying
20160212,Friday,3.0,G,Course2,106.0,#studying
20160213,Saturday,1.0,G,NA,NA,Listening to The Black Swan
20160213,Saturday,2.0,H,NA,NA,Walk
20160213,Saturday,3.0,G,NA,NA,Listening to The Black Swan
20160213,Saturday,4.0,H,NA,NA,Walk
20160215,Monday,1.0,W,Mixed,NA,Getting set up for the week
20160215,Monday,2.0,W,Mixed,NA,Getting set up for the week
20160215,Monday,3.0,W,CAAutoSequential2016,138.0,Re-run CRL after fixing multiline (life)
20160215,Monday,4.0,W,CAAutoSequential2016,139.0,Re-run CRL after fixing multiline (life)
20160215,Monday,5.0,G,Course2,107.0,#studying
20160215,Monday,6.0,G,Course2,108.0,#studying
20160215,Monday,7.0,G,Course2,109.0,#studying
20160215,Monday,8.0,G,Course2,110.0,#studying
20160215,Monday,9.0,G,Course2,111.0,#studying
20160215,Monday,10.0,G,Course2,112.0,#studying
20160215,Monday,11.0,H,NA,NA,Walk
20160216,Tuesday,1.0,G,Course2,113.0,#studying
20160216,Tuesday,2.0,G,Course2,114.0,#studying
20160216,Tuesday,3.0,G,Course2,115.0,#studying
20160216,Tuesday,4.0,G,Course2,116.0,#studying
20160216,Tuesday,5.0,G,Course2,117.0,#studying
20160216,Tuesday,6.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160216,Tuesday,7.0,H,NA,NA,Walk
20160216,Tuesday,8.0,W,CAAutoSequential2016,140.0,Run Base SA
20160216,Tuesday,9.0,W,CAAutoSequential2016,141.0,Run Base SA
20160216,Tuesday,10.0,W,CAAutoSequential2016,142.0,Run Base SA
20160216,Tuesday,11.0,G,Course2,118.0,#studying
20160217,Wednesday,1.0,G,Course2,119.0,#studying
20160217,Wednesday,2.0,G,Course2,120.0,#studying
20160217,Wednesday,3.0,G,Course2,121.0,#studying
20160217,Wednesday,4.0,G,Course2,122.0,#studying
20160217,Wednesday,5.0,G,Course2,123.0,#studying
20160217,Wednesday,6.0,W,Mixed,NA,Helping Matthew; SA Running Base SA
20160217,Wednesday,7.0,W,CAAutoSequential2016,143.0,Run Base SA
20160217,Wednesday,8.0,W,CAAutoSequential2016,144.0,Run Base SA
20160217,Wednesday,9.0,W,CAAutoSequential2016,145.0,Run Base SA
20160217,Wednesday,10.0,G,Course2,124.0,#studying
20160217,Wednesday,11.0,G,Course2,125.0,#studying
20160217,Wednesday,12.0,W,CAAutoSequential2016,146.0,Run Base SA
20160217,Wednesday,13.0,W,CAAutoSequential2016,147.0,Run Base SA
20160218,Thursday,1.0,G,Course2,126.0,#studying
20160218,Thursday,2.0,W,CAAutoSequential2016,148.0,Run Base SA
20160218,Thursday,3.0,W,CAAutoSequential2016,149.0,Run Base SA
20160218,Thursday,4.0,W,CAAutoSequential2016,150.0,Run Base SA
20160218,Thursday,5.0,W,CAAutoSequential2016,151.0,Run Base SA
20160218,Thursday,6.0,W,CAAutoSequential2016,152.0,Run Base SA
20160218,Thursday,7.0,G,Course2,127.0,#studying
20160218,Thursday,8.0,G,Course2,128.0,#studying
20160218,Thursday,9.0,G,Course2,129.0,#studying
20160218,Thursday,10.0,G,Course2,130.0,#studying
20160219,Friday,1.0,G,Course2,131.0,#studying
20160219,Friday,2.0,G,NA,NA,Listening to The Tim Ferriss Show podcast
20160219,Friday,3.0,H,NA,NA,Walk
20160219,Friday,4.0,G,NA,NA,Listening to The Black Swan
20160219,Friday,5.0,H,NA,NA,Walk
